pdf_page,file,location_hint,original_text,corrected_text,term,action,confidence,notes
123,full,"合并 RR (95%CI) 为 123 (1.06, 1.43), 钠的摄和人每增加 1.15g/d4，脑卒中的发病风险可增加 6%。1 项队列研究",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
123,full,对72 878 例成年人队 列研究进行系统评价显示，与对照组相比，高钠摄和组人群患脑卒中风险增加 24%， RR (95%CT) 4 1.24 (,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
123,full,研究 ) 进行综合评价，结果表明高脂肪摄人 可增加肥胖风险，减少总脂肪摄和人有助于降低体重。综合评价等级为A 级。一篇纳人 a 37 SH RC,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
123,full,述、4项 RCT 和1 项队列研究 ) 进行综合评价，结 果表明饱和脂肪摄和人过多或占供能比过高可增加心血管疾病的发病与死亡风险，增加 | |,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
124,full,", 1.11). 3. 添加糖、含糖饮料与健康 / 疾病 (1 ) 过量摄和人添加糖可增加颇具的发病风险 对9篇文献 (2 篇系统评价、3 项队列研",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
124,full,"和 1.27 (1.05, 1.55); 在随访 15 年时，含糖饮 料摄和人量与贤失补牙面数的增加显著相关，OR ( 95%C7T ) 41.12",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
125,full,"3 2.58 (1.00, 5.80 )。 | (3 ) 酒精摄和能够增加痛风发病风险 | | 对5篇文献 (1 篇系统综述、2 项",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
125,full,天 1~2 份 ) 2 型糖尿病患病率增加 26%。还有研 究显示过多摄和人含糖饮料可增加成年人血脂异常的发生风险。一篇美国在 2015 年发表,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
127,full,2 岁以上儿童和成人腾食中来源于食品工业加工产生的反式脂肪酸的最高限量为腾食总 ] 能量的 1%”，大致相当于 2g。 2012 年国家食品安全风,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
127,full,2g。 2012 年国家食品安全风险评估专家委员会对我国居民反式脂肪酸腾食摄入水平进 y 行了评估，估计摄入量较低。按供能比计算，反式脂肪酸来自,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
127,full,可干扰必需脂肪酸代谢，可能影响儿童的生 长发育及神经系统健康。《中国居民腾食营养素参考摄入量(2013 版 )》提出“我国2 岁以上儿童和成人腾食中,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
127,full,民腾食营养素参考摄入量(2013 版 )》提出“我国2 岁以上儿童和成人腾食中来源于食品工业加工产生的反式脂肪酸的最高限量为腾食总 ] 能量的 1,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
127,full,第 Y 等;天然食品如奶类等，占 29%。由于腾食模式不同，我国居民腾食中反式脂肪酸目 部 y 前摄入量远低于欧美等国家。基于 2002 年,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
127,full,蛋糕、含植脂未的奶茶 第 Y 等;天然食品如奶类等，占 29%。由于腾食模式不同，我国居民腾食中反式脂肪酸目 部 y 前摄入量远低于欧美等国,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
130,full,食有度，是健康生活方式的重要组成部分，不仅可以保障营养素全面、 二 充足报信，还有益健康。饮食不规律、暴饮暴食、不合理节食等不健康 | 的饮食行为,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
130,full,0%~35%6。 水是构成人体成分的重要物质并发挥着重要的生理作用。水的摄和信和排出要平衡， 以维护适宜的水合状态和正常的生理功能。足量饮水是机体健,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
131,full,| 物的品种和量是落实平衡膳食的实践，不仅可以保证营养素全面、充足的摄和人，而且 有益健康。目前，我国居民中三餐不规律 、不吃早餐或早餐营养质量,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
131,full,新陈代谢、调节体温以 及润滑器官和关节等方面都起着必不可少的作用。水的摄和信和排出维持着动态平衡， 饮水过多或过少都会影响机体的水合状态，不利于机,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
131,full,"se | AERA, EMAL, RAE. Rr i i 部分，是平衡腾食的具体饮食生活实践。在日常生活中，人们的作息、人饮食、工作或 再 学习等",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
131,full,水合状态，不利于机体健康。机体对水的需要量受年 龄、性别、身体活动水平、腾食结构和环境等多种因素的影响。研究表明，人饮水不足 | 会降低机体的身体,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
132,full,%~30%，午餐占 30%-~40%，晚餐占 30%~35%。每人 每天摄和人的能量应根据职业、劳动强度和生活习惯进行相应调整，中、高身体活动水 平,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
132,full,活习惯进行相应调整，中、高身体活动水 平者应分别比低身体活动水平者每天多摄和人 300kcal、800kcal 的能量。 中 上 (=) 如何保证,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
132,full,能量。 中 上 (=) 如何保证天天吃好早餐 入 认识早餐对膳食营养摄和人、工作学习效率和健康的重要性。把早餐作为每天健康 4 生活方式的开始,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
133,full,堂供餐都按照学生的营养需求设计和安 | 排，注意种类的多样和搭配，科学训调，注意食物的色香味。学生应尽量吃完，不浪 1 费食物。 | 上晚餐不,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
134,full,"序，可以先吃少量主食,再 RAS BR RAR 吃蔬菜、肉类等，增加蔬菜报信，肉类菜着要 | = EL 4S.WEOE RP ee Fs tr",报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
134,full,餐食物的摄入量，保证全天营养平衔。同时做到清淡少油少趟。主食可以选 富含腾食纤维的食物，如小米、功米、荞麦、红暮等，既能增加人腹感，又可以促进 Be,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
135,full,切相关。 | 应采取以下措施防止偏食挑食，@D充分认识偏食挑食对营养素摄和及健康的危害; | @党试吃原来不吃的食物; 加变换烹调方式。 i,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
136,full,首先要保证主食、鱼肉蛋奶、水果蔬 茉等食物种类的齐全，适度减少高能量食物摄和人量，从而减少能量摄入，这种方法被 称为“限制能量的平衡膳食”，也被称为,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
136,full,"少能量摄入，这种方法被 称为“限制能量的平衡膳食”，也被称为“传统低能量腾食""”。原则上 ，每天少摄人 500kcal 或 20%~30% 的能量，",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
137,full,00ml; 女性每天总水适宜扼入量为 | 2 700ml，每天水的适宜摄和人量为 1500ml，从 食物中获得水为 1 200ml。 a 不同年,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
137,full,量不同。孕妇因孕期羊水以及胎儿，水分 2 需要量增多。孕妇每天总水适宜摄和人量为 | 3 000ml，乳母每天总水适宜摄入量为 3 800ml。,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
137,full,食物中获得水为 1 200ml。 a 不同年龄、不同性别人和群水的适宜摄和人 | 量不同。孕妇因孕期羊水以及胎儿，水分 2 需要量增多。孕妇每,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
139,full,如饮用包装咖 啡，建议不加入糖。注意咖啡因的报信量，对于健康成年人，每天报信不超过 2~3 6 明啡。不建议孕妇喝咖啡，如饮用，每天不超过 1 杯。,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
139,full,时，应选择不加精的现者咖啡，如饮用包装咖 啡，建议不加入糖。注意咖啡因的报信量，对于健康成年人，每天报信不超过 2~3 6 明啡。不建议孕妇喝咖啡，,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
141,full,险。 | 在总能量摄入一致的前担下，与晚餐高供能比相比，提高早餐的能量摄和比例能 各降低窑腹血糙和胰岛素水平，降低胰岛素抵抗并且提高机体对胰岛素的,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
144,full,况有关。系统综述显示，在所有年龄组 时 中，在外就餐与高能量、高脂肪的摄和人有关，与微量营养素特别是维生素 C、钙和铁 = 的摄人量降低有关。2,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
144,full,美国对 18 岁及以上 全 成年人的调查显示，外出就餐的次数越多，能量摄和人就越多。经常在外就餐可增加超 8 重肥胖、心血管疾病等的发生风险。有系,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
145,full,%、 16.3% 和 7.7%; 45~59 岁、60 岁及以上组人群狂摄和贡献率最高的饮料为果蔬汁及其 ; 饮料，分别占比 3.29%、1.9%,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
145,full,7 岁 i | 和 18~29 岁人群。对 3 岁及以上城市居民糖摄和人贡献最高的三个饮料亚类为碳酸饮料、 南 果蔬计及饮料和茶饮料，分别,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
145,full,700ml。 分 | 国家食品安全风险评估专家委员会“中国城市居民糖摄和水平及其风险评估”报 时 告中，对我国18个省 ( 自治区、直辖市 ),摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
145,full,8.8% 的调查对 部 | 象日均饮水量达到了中国成年居民饮水适宜摄和人量 1 300~1 700ml。 分 | 国家食品安全风险评估专家,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
145,full,糖摄仙献率 为14%; 其他含糖饮料合计占 2.9%。不同饮料亚类对糖摄和人的贡献，3~6 岁组人群糖 | 摄入贡献率最高的饮料种类为含糖乳饮料,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
147,full,| 血性心力衰竭等。正常人极少见水中毒。如果在短期内摄人大量水分而钠盐摄和不足 上 时，会出现低钠血症，引起水中毒。水中毒时，可因脑细胞肿胀、脑,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
152,full,"IE ERK, WARM RCA AG AB 目标。 be 加工食品在腾食中的比例日渐增大，学会读懂预包装食品标签和营养标签，了解 里”原料组成、",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
152,full,源和营养密度高的食物;优选当地、当季新鲜食物，按照营 养和美味搭配组合。豪调是膳食计划的重要组成部分，学习误饪，做好一日三餐，既 可最大化地保留食物,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
153,full,"DT RDM T RE, HIT UE, Te HT 部 | 及性。腾食宝塔的结构图及食品标示量，满足了能量在 1 600~2 400kcal/",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
154,full,。营养素密度高的食物指多种维生 一一 8 。。 素、矿物质(钠除外)、腾食纤维以及植物化 贴士: | 学物质或必需脂肪酸含量较高的食物，但同时,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
154,full,种维生素 (B- 胡萝卜素、维生素 K、叶酸等)、矿物质 (钾、镁等)、腾食纤维及植物化学物等; 水 果，尤其是完整的水果维生素 C、类胡葛卜素等成,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
155,full,"卜素、叶酸、钙、钾、维 ai SER, 18 eH b 生素 C、腾食纤维，也是植物化学 MARR, wT. HSL OHRTRH, M",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
156,full,以很好地帮助选择食品。 (=) 如何设计一日三餐 设计好每人、每个家庭的腾食是家庭文明健康的表现。一日腾食应包括正餐、加 餐以及水果等所有食物。挑选,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
156,full,如何设计一日三餐 设计好每人、每个家庭的腾食是家庭文明健康的表现。一日腾食应包括正餐、加 餐以及水果等所有食物。挑选营养丰富且家人喜爱的食物，用适,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
156,full,满足营养需求的目的。每个人和每个家庭都应理解 并养成健康饮食习惯，良好的腾食计划不仅要满足亿腹感、愉悦感，还要考虑食物的 | 多样性及其所带来的营,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
156,full,的营养和功能性。 1. 了解和确定膳食能量摄取目标 | 首先，参照腾食营养素参考摄入量，简单地根据年龄、性别和身体活动水平确定 | 能量需要,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
156,full,量声称，如高钙、低脂、无糖等，或者与同类食品相比的优势特点，比如 增加了腾食纤维，或减少了盐用量等。这些可以很好地帮助选择食品。 (=) 如何设计一,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
157,full,| 根据膳食宝塔，选择谷暮类、蔬菜水果、鱼禽肉蛋、乳 /豆 /坚果及训调用油盐 加 等，对照表 1-54 根据能量需求确定食物用量。 上,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
158,full,养配餐，享受美食、快乐与健康。水果、茶点等也应计入能量的 组成部分，零食报信量不要超过全天能量的 15%. 4. 膳食营养的确认与核查 通过一段时间,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
158,full,况对能量需要量进行微调，使之 更适合个体需求并保持健康体格。 膳食指南和腾食计划的制定原则是在一段时间内各类食物摄人的种类和数量平衡， 所获取的营养,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
158,full,外过点餐的频率越来 家 。。 越高，但了解和掌握一定毫调知识可以帮助管理腾食。而回归家庭，自己挑选食物、 指。。 动手训制食物，可更好地认识和了解食,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
160,full,"香料 盐、糖和其他调味料的主要目的在于调味，对盐用量控制实质上是控制钠的摄和 Ait. PRE Be, BR. OO. OGTR. BR, Be.",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
160,full,AS ye set eee (GN) 的用量下，同样要学会计量。利用葱 训调赋予了食物美味，也让食物更好地消化和利用。为了使误制出的饭菜更健康， 要,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
160,full,、炭烤温度高达240%和350% ，不适合长时间加热，避免安全 隐患。 训调好的饭菜趁热进食，避免反复加热，导致营养流失进一步增加。 a (3 ),训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
160,full,可能也会用到挂糊方法，但注 意挂糊用的淀粉会吸收一定的油脂。烤、束在家庭豪调中应用相对较少 (小型的烤 面包除外 )，电烤、炭烤温度高达240%和3,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
162,full,深加工的食品，脂肪、糖和盐等限制性成分的含量水平都偏高，减少油、 盐、糖摄和人是科学界共识。加工果蔬和肉制品同生鲜食品相比，维生素会有一定损失 破坏,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
162,full,据一段时间内就餐频次、食物种 z 类和数量调整其他餐次，保证能量平衡、腾食合理。 . 2. 挑选主食，不忘全谷物 辣 在外就餐对主食的选购常会,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
163,full,研究对北京、上海、广东餐饮菜品营养成分以及就餐者菜品选择及能量与营养 素摄和状况进行了评估，发现和在家就餐相比，在外就餐者更愿意选择畜禽类菜肴，,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
164,full,理念的形成， 共同构建平衡膳食环境。 (=) 家庭豪饪的健康益处 在各国腾食指南及综述中，都会提到家庭襄饪 (home cooking ) 的益处。,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
165,full,100kcal )。 y | 为了直观显示食物提供的某营养素对每日腾食营养素参考摄入量的贡献，也有人 | ) 用该营养素含量与该营养素参考值,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
165,full,化转型与创新的源起点。 | | (一 ) 家庭平衡膳食规划 家庭的平衡腾食规划应当具有充足性 、平衡性和多样性的特点。 | 充足性: 指能提供足,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
165,full,好的腾食计划必需是食物多样的，多样化可使“平衡”变得容易。应该 从 包括腾食宝塔中的各类食物，如谷类为主，餐餐有蔬菜，天天有水果，保证每天12种 腾,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
165,full,康人的需要。这就需要食物多样充 足，保证能量和营养素的供给。如果一家人的腾食长期不能提供足够某营养素的话， 有可能出现缺乏证状，如儿童营养不良、生长,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
165,full,物、全谷物、蔬菜和 分 | 水果等来补充微量营养素。 是 SA: 好的腾食计划必需是食物多样的，多样化可使“平衡”变得容易。应该 从 包括腾食宝塔,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
165,full,生长迟缓，老年人贫血等。 | 平衡性; 平衡贱食有助于保证充足性。平衡腾食要求不同种类食物之问的比例适 第 | 宜。在家庭采购训钮中，可以根据食物,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
165,full,训任方法多样，提高饮食兴趣和艺术。熟能生巧，多多 练习，人人都可实践平衡腾食目标。 | (二 ) 食物能量和营养素密度的定义与计算 | 在比较一,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
166,full,"养素参考值 (NRV% ) 也是对营养素含 量高低的表达方式。 (=) 豪调方法对食物营养素损失的影响 食物是人体获得所需营养素的重要途径,适当的赢",豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
168,full,。 食物制备生熟分开，熟食二次加热要热透。 ~ 。 讲究卫生，从分餐公策做起。 申 。 珍惜食物，按需备餐，提倡分餐不浪费。 。 做可持续食物,公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
168,full,第 168 页 > 章节：准则八 公筷分餐，杜绝浪费 准则八_公策分餐，杜绝浪费 加强饮食卫生安全，是通过饮食能得到足够的营养、增强体质、,公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
172,full,死几乎所有的致病微生物。世界卫生组织发布的《食品安 全五大要点》中指出，训调食物达到 70%或以上时，有助于保证食用安全。因此，在 对食物卫生状况没,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
172,full,"M, 要把食物者至沸腾，并持续煮沸至少 1 分钟。 西餐中，描述牛、羊肉豪调程度的术语一般有三种，即生 (are), EAE BBR (medium",豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
172,full,准则八 公筷分餐，杜绝浪费 > 表格候选：表 1-60 适当温度的豪调可以杀死几乎所有的致病微生物。世界卫生组织发布的《食品安 全五大要点》中,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
175,full,", At, EE ) 在家也要分清“你我""，多准备一些策子和 勺子作为公策公怀，做到来菜感汤用公策公 “emwaan wnaxnaee | 与",公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
175,full,一个人都 本 应该遵守规定，拒绝食用保护类和野生 动物。 (=) 使用公策公勺，采用分餐，保障饮食安全 根据 WHO 统计，疾病的各类传播途径中，,公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
175,full,"在家也要分清“你我""，多准备一些策子和 勺子作为公策公怀，做到来菜感汤用公策公 “emwaan wnaxnaee | 与相互不乱用碗征。如果有条",公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
175,full,"食之的“分餐”方式，就餐时一人一小份，每个人餐具相对独立,或者 第 使用公策公与，可以有效地降低经口、经唾液传播传染性疾病的发生和交叉感染的风 。",公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
176,full,"MIR, NOAA 1. 分餐制形式包括服务员在餐桌分 明和餐桌，提供公策公司;或者提供上菜前分“| 餐、上菜前分父、自助餐、“一人份""等 |",公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
176,full,的“新家庭计划”任务。新家 RB 庭不仅应营造卫生的家庭环境和培养分餐、公策公怀等饮食卫生习惯，以建立起新家 庭的文明健康生活方式，也应倡导每个人都,公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
176,full,"发”颜色七彩、味道上乘的“美食""，创造背养健康的“家的味道""。因为在家训调， 餐桌文化中便注了对家人的情感和希望。 2. 餐馆餐饮，多措并举，提供",训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
177,full,"是餐馆就餐，无论从现代文明出发，还是从疾病预防、公共 卫生角度而论，使用公策公怀、推行分餐制都应是一场积极推行的“餐桌革命""。 (四 ) 珍惜食物、",公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
178,full,"物消费,减少油、盐、糖、深加工食品和畜肉类食物的过度消费，向平衡 /合理腾食转变，也有利于社会可持续发展。 减少机排放，对生物多样性、土地、水、养“",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
180,full,年新冠肺炎疫情期间，从减少疾病传播的角度，许多单位和部门开始大力推行“公策 BAY” 无论是分餐或份餐还是公勺公筑，对于我国来说均是迈向新食尚的总,公策,公筷,公策,corrected,high,页图核对：准则八语境均为公筷；公勺搭配由 body_text_corrections 精确修正。
181,full,使居民在食物购买和消费方面的 便利性得到很大的提高，也大大影响了消费者的腾食行为和饮食方式，以及食品安全。 1 ) 在外就餐和外卖， 来自中国营养与,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
184,full,| 人二 人们获得的粮食不仅要满足吃饱，而且要满足其积极、健康生活的腾食需要和 食物喜好。 470 <!-- pdf-page:185 --,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
185,full,awer ene te. a <0. ai 食物政策环境 _ 合理腾食 和食品 质量 餐饮和 ae Beas 时间 购买力 知识 a,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
186,full,"播，成为社会风气和人饮食文化整体提升的力量之源。 (3 ) 美学文化: 腾食美学是我国人饮食文化的显著特点,“烹”“调”“配”无不成为 | 美味、",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
186,full,标志。近年来越来越多的人认识到，传承优良饮食文化， 农 。。 对增强居民腾食指南的实践认同感和文化向心力有着重要作用，同时为中华民族饮食 拨 。。,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
186,full,"食医"",“食医”作为皇家“营养师""，也许就是现代营养师的起源。一直以来，腾食 平衡、传统进补是中国养生文化的主导。 (2) 礼仪文化: 饮食礼仪在餐",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
186,full,，如来自《黄帝内经》的“五谷 为养、五果为助、五畜为益、五菜为充”是现代腾食平衡观的起源。由于饮食中获取 营养和草药疗病两者的相互借助和影响，从“医,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
187,full,明，开心进餐者患饮食 紊乱较少。经常在家吃晚饭的 9-14 岁孩子，可以摄和更多的蔬菜水果、更少的油炸 食品，这样的饮食更健康。研究表明，经常在家吃,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
187,full,现问题、改善不良情绪。国内研 第 究表明，相对家庭训制食物，在外就餐往往摄和更多的盐和脂肪。此外，研究发现在 部 外就餐与目前肥胖的流行有关。Nas,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
187,full,的饮料、糖、甜品和面包，无论男性或女性都是如此。 ef ， 一些国家的腾食指南中特别提到要回家吃饭和愉悦进餐 (take your time an,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
191,full,合理、过度进食，身体活动不足、生活方式不健康等。孕期和 会 哺乳期妇女的腾食都应是由多种多样食物组成的平衡膳食以获得均衡营养，同时结合 腾 适宜的身,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
191,full,生活方式改变，孕期和哺乳期妇女的营养和健康面临新 和攻 | 的挑帮，如腾食结构不合理、过度进食，身体活动不足、生活方式不健康等。孕期和 会 哺乳期,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
192,full,"1~2 次动物血或肝脏、2-3 次海产 fk, 定期测量体重，合理安排腾食和身体活动，有助于维持孕前体重正常和孕期体重 银。 适宜增长，获得良好妊",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
192,full,孕时期妇女可继续维持孕前平衡腾食，早孕反应严重影响进食 者，不必强调平衡腾食和规律进餐，应保证每天摄入至少含 130g 碳水化合物的食物。 孚中期开,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
192,full,次动物血和肝脏普代瘦肉。 早孕反应不明显的孕时期妇女可继续维持孕前平衡腾食，早孕反应严重影响进食 者，不必强调平衡腾食和规律进餐，应保证每天摄入至,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
193,full,0~200m1，坚果 10~20g。 (2) 超重 (24<BMI<28kgjmz ) 或肥胖 (BMIS28.0ke/m?) 的备孕妇女，应纠正不 |,kgjm,kg/m²,kgjm,corrected,medium,批量规则修正；逐条保留上下文。
193,full,着经济的发展和生活方式的改变，育龄妇女超重、肥胖问题日益突出，孕其 腾食摄和不合理、活动量不足，能量过剩和体重增长过多的现象较为普遍，铁、钙、 碘、,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
193,full,9ky/m?) 的妇女最适宜孕育，肥胖或低体重的 会 备孕妇女应通过合理腾食和适度运动，将体重逐渐调整至正常范围，并维持相对稳定。 Bf (1),腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
193,full,南 | 进行必要的营养储备，都需要额外的营养。妊娠期妇女应在孕前平衡腾食的基础上， 根据胎儿生长速率及母体生理和代谢变化适当调整进食量。孕早期胎,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
193,full,"结合近 年的研究证据，对备孕和孕期妇女膳食指南进行了修订。建议在一般人群腾食指南 的基础上，备孕期和孕期妇女还应遵从上述 6条核心推荐,合理安排日常",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
193,full,随着经济的发展和生活方式的改变，育龄妇女超重、肥胖问题日益突出，孕其 腾食摄和不合理、活动量不足，能量过剩和体重增长过多的现象较为普遍，铁、钙、,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
194,full,。。 重值超出对应孕周适宜值的上下范围，提示增重过多或丰足，需要通过调整腾食和身 iE fe 孕前低体重 ( BMI<18.5 ) 妇女孕期增重适,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
195,full,"含量丰富,吸收“| AE 分 率高，每日摄入瘦肉 50-100g，每周摄和人 1-2 含铁和维生素 C 丰富的菜肴 特 次动物血或肝脏 20-",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
195,full,，含铁16.8mg、维生素C | | 24mg 和 29mg。孕妇每天摄和人 20~50g 瘦肉可提 36mg。 供铁 1~2.5mg; 每周报,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
195,full,足机体对铁的需 his A babe RY re nn oe 于提高腾食铁的吸收与利用率。 @ oa ny) ae 3 ( #S 1m 50g,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
196,full,期妇女，可继续保持孕前平衡膳食， 孕吐较明显或食欲不佳者不必过分强调平衡腾食和规律进餐，可根据个人的饮食喜好 184 <!-- pdf-page,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
